Ciudad,# Centro,Centro,# Planta Mensual,# Bajas Mensual,% Rotación Mensual,Planta Promedio AM,# Bajas Anual Movil,Rotación AM
IZTACALCO D.F,90502,,12,2,0.16666666666666666,15,11,0.7333333333333333
TECAMAC,201852,TCMD TRASLADO,16,0,0,15,11,0.7333333333333333
"NUEVO LAREDO, T",22201,,15,0,0,15,11,0.7333333333333333
"TECAMAC, EDO ME",47201,,15,0,0,15,11,0.7333333333333333
"LOS MOCHIS, SIN",139102,LMCH 1391 ROP SENDERO,15,2,0.13333333333333333,15,11,0.7333333333333333
"REYNOSA, TAM.",85780,RYNS 857 BAN PERIFERICO,15,0,0,15,11,0.7333333333333333
ZUMPANGO EDO MEXICO,88101,,16,2,0.125,15,11,0.7333333333333333
SAN LUIS RIO CO,501501,,31,2,0.06451612903225806,30,22,0.7333333333333333
SAN LUIS POTOSI,796102,,15,0,0,15,11,0.7333333333333333
"PUEBLA, PUEBLA.",13980,,15,1,0.06666666666666667,15,11,0.7333333333333333
"TECAMAC, EDO ME",765502,,15,0,0,15,11,0.7333333333333333
"NARANJOS, VER",107302,,16,1,0.0625,15,11,0.7333333333333333
"MERIDA, YUCATAN",19601,,14,1,0.07142857142857142,15,11,0.7333333333333333
"TEPEJI D RIO D O,HGO",44502,,15,0,0,15,11,0.7333333333333333
AGUASCALIENTES,124102,AGCS 1241 ROP PLAZA ADANA,15,0,0,15,11,0.7333333333333333
ECATEPEC DE MOR,143280,,15,4,0.26666666666666666,15,11,0.7333333333333333
"S MATEO ATENCO,MEX",530501,,30,3,0.1,30,22,0.7333333333333333
GUSTAVO A MADERO DF,119002,,15,3,0.2,15,11,0.7333333333333333
CABO SAN LUCAS,29580,CSLC 295 BAN BRISAS,15,1,0.06666666666666667,15,11,0.7333333333333333
"NOGALES, SONORA",501601,NGLS COBRANZAS,34,0,0,30,22,0.7333333333333333
"TIJUANA, BCN",89602,TJNA 896 ROP PASEO 2000,23,2,0.08695652173913043,26,19,0.7307692307692307
"MONTERREY, N.L.",154003,MTRY DISTRIBUCION III,26,1,0.038461538461538464,26,19,0.7307692307692307
"FRESNILLO, ZAC.",503701,,36,2,0.05555555555555555,37,27,0.7297297297297297
"MERIDA, YUCATAN",201709,,51,2,0.0392156862745098,48,35,0.7291666666666666
"MONTERREY, N.L.",11402,MTRY 114 ROP AZTLAN,11,0,0,11,8,0.7272727272727273
PUERTO ESCONDIDO,167401,,11,0,0,11,8,0.7272727272727273
CIENEGA DE FLORES,134001,CNGA 1340 MUE INDEPENDENCIA,13,0,0,11,8,0.7272727272727273
STA CATARINA NL,782102,STCA 7821 MUE SENDERO STA CATA,11,2,0.18181818181818182,11,8,0.7272727272727273
"OCOTLAN, JAL",87980,,11,0,0,11,8,0.7272727272727273
STA CATARINA NL,782102,,11,0,0,11,8,0.7272727272727273
"CD VICTORIA,TAM",160901,CDVC DISTRIBUCION,11,0,0,11,8,0.7272727272727273
CIENEGA DE FLORES,134001,,10,2,0.2,11,8,0.7272727272727273
TLAQUEPAQUE,218109,,20,0,0,22,16,0.7272727272727273
TLAQUEPAQUE,654602,,11,1,0.09090909090909091,11,8,0.7272727272727273
"QUERETARO, QRO.",9402,QRTO 94 ROP QUINTANA CC,10,3,0.3,11,8,0.7272727272727273
NICOLAS ROMERO E MEX,49803,,11,1,0.09090909090909091,11,8,0.7272727272727273
"JAMAY, JALISCO",778701,,11,1,0.09090909090909091,11,8,0.7272727272727273
"TIJUANA, BCN",7680,TJNA 76 BAN CARDENAS,11,0,0,11,8,0.7272727272727273
PYA D CARMEN QR,29102,,22,0,0,22,16,0.7272727272727273
COATZACOALCOS,122401,CTZC 1224 MUE SENDERO,8,2,0.25,11,8,0.7272727272727273
"LINARES, N.L",34602,,12,1,0.08333333333333333,11,8,0.7272727272727273
"TENOSIQUE, TAB",545402,,10,2,0.2,11,8,0.7272727272727273
"QUERETARO, QRO.",153001,,22,4,0.18181818181818182,22,16,0.7272727272727273
"TIJUANA, BCN",18180,TJNA 181 BAN OTAY,11,0,0,11,8,0.7272727272727273
"MANZANILLO, COL",663001,MZLL 6630 MUE SANTIAGO,9,1,0.1111111111111111,11,8,0.7272727272727273
"LERDO DE TEJADA, VER",83901,,11,1,0.09090909090909091,11,8,0.7272727272727273
NAUCALPAN EDO MEX,769602,,11,1,0.09090909090909091,11,8,0.7272727272727273
SAN LUIS POTOSI,772901,,12,1,0.08333333333333333,11,8,0.7272727272727273
"MEXICALI, BCN.",25802,MXLI 258 ROP JUVENTUD 2000,19,4,0.21052631578947367,22,16,0.7272727272727273
"MAZATLAN, SIN.",150501,,24,0,0,22,16,0.7272727272727273
"ALTOTONGA, VER",95780,ALTT 957 BAN ALLENDE,11,0,0,11,8,0.7272727272727273
GUADALAJARA JAL,200618,GDLJ TRASLADO,21,1,0.047619047619047616,22,16,0.7272727272727273
OAXACA OAXACA,652680,OAXC 6526 BAN OAXACA,11,2,0.18181818181818182,11,8,0.7272727272727273
TEXCOCO EDO MEX,218211,,11,1,0.09090909090909091,11,8,0.7272727272727273
"OCOTLAN, JAL",87980,OCTL 879 BAN INDEPENDENCIA,11,1,0.09090909090909091,11,8,0.7272727272727273
"SALAMANCA, GTO",101080,,10,2,0.2,11,8,0.7272727272727273
"ALTOTONGA, VER",95780,,11,1,0.09090909090909091,11,8,0.7272727272727273
"COCULA, JALISCO",657801,CCLA 6578 MUE COCULA,11,0,0,11,8,0.7272727272727273
"IXTAPALUCA, E.M",201622,IXTP LOTEO,10,0,0,11,8,0.7272727272727273
COATZACOALCOS,122402,CTZC 1224 ROP SENDERO,12,0,0,11,8,0.7272727272727273
"JUAREZ, NUEVO LEON",33180,JREZ 331 BAN SENDERO,10,1,0.1,11,8,0.7272727272727273
SAN PABLO DEL MONTE,110880,,12,1,0.08333333333333333,11,8,0.7272727272727273
"MAGDALENA, SON",539201,MGLA COBRANZAS,11,0,0,11,8,0.7272727272727273
"QUERETARO, QRO.",9402,,10,0,0,11,8,0.7272727272727273
MIGUEL HGO D.F.,144880,,11,1,0.09090909090909091,11,8,0.7272727272727273
PYA D CARMEN QR,120502,PLYC 1205 ROP JUAREZ,10,0,0,11,8,0.7272727272727273
"CELAYA, GTO.",503901,CLYA COBRANZAS,53,6,0.11320754716981132,51,37,0.7254901960784313
CUAUTLA MORELOS,511801,,52,2,0.038461538461538464,51,37,0.7254901960784313
"CD JUAREZ, CHIU",500101,,55,0,0,51,37,0.7254901960784313
"MONTERREY, N.L.",215502,,41,4,0.0975609756097561,40,29,0.725
OAXACA OAXACA,508801,,38,3,0.07894736842105263,40,29,0.725
"ZACATELCO, TLAXCACA",80501,,16,1,0.0625,18,13,0.7222222222222222
"MAZATLAN, SIN.",1902,MZTN 19 ROP SERDAN,17,0,0,18,13,0.7222222222222222
TLALNEPANTLA DE,231768,TLNP CAT ATN CHAT CPL MT9,17,3,0.17647058823529413,18,13,0.7222222222222222
CARMEN N.L.,672002,,17,0,0,18,13,0.7222222222222222
CULIACAN SIN.,230677,,18,1,0.05555555555555555,18,13,0.7222222222222222
"HERMOSILLO, SON",215906,,15,3,0.2,18,13,0.7222222222222222
"OJO CALIENTE, ZACATE",527101,OJCA COBRANZAS,18,0,0,18,13,0.7222222222222222
CUAUTITLAN IZCA,201310,CTLZ DISTRIBUCION III,18,0,0,18,13,0.7222222222222222
CULIACAN SIN.,230523,,19,0,0,18,13,0.7222222222222222
CUAUTITLAN IZCA,201310,,18,0,0,18,13,0.7222222222222222
"LEON, GTO.",200423,LEON RACK,14,0,0,18,13,0.7222222222222222
CULIACAN SIN.,230523,CLCN PVEE PROMOCION CPL VP4,17,1,0.058823529411764705,18,13,0.7222222222222222
AUTLAN DE NAVARRO,532901,ATLN COBRANZAS,20,0,0,18,13,0.7222222222222222
MATAMOROS COAH,518701,,18,2,0.1111111111111111,18,13,0.7222222222222222
"GOMEZ PAL, DGO.",200316,,18,2,0.1111111111111111,18,13,0.7222222222222222
AUTLAN DE NAVARRO,532901,,18,2,0.1111111111111111,18,13,0.7222222222222222
HUEHUETOCA,530301,HHTA COBRANZAS,16,4,0.25,18,13,0.7222222222222222
CULIACAN SIN.,230431,,18,2,0.1111111111111111,18,13,0.7222222222222222
SAN MARTIN T. P,10902,,18,3,0.16666666666666666,18,13,0.7222222222222222
"TORREON, COAH.",501802,TRRN COBRANZAS II,24,3,0.125,25,18,0.72
"OCOTLAN, JAL",533301,OCTL COBRANZAS,26,0,0,25,18,0.72
"OCOTLAN, JAL",533301,,26,3,0.11538461538461539,25,18,0.72
"IXTAPALUCA, E.M",201607,,23,2,0.08695652173913043,25,18,0.72
TAPACHULA CHIAP,30901,TPCH 309 MUE CALLE 3,22,1,0.045454545454545456,25,18,0.72
"MONTERREY, N.L.",215503,,30,4,0.13333333333333333,32,23,0.71875
TLAQUEPAQUE,159509,TLQP DESCARGA 111,40,2,0.05,39,28,0.717948717948718
ECATEPEC DE MOR,508502,ECTP COBRANZAS II,51,3,0.058823529411764705,46,33,0.717391304347826
"CD VALLES, SLP",65702,,7,1,0.14285714285714285,7,5,0.7142857142857143
"XALAPA,VERACRUZ",60602,,7,0,0,7,5,0.7142857142857143
TEPOTZOTLAN,71902,,6,0,0,7,5,0.7142857142857143
"TORREON, COAH.",5780,,13,0,0,14,10,0.7142857142857143
"TIJUANA, BCN",504404,TJNA COBRANZAS IV,57,3,0.05263157894736842,56,40,0.7142857142857143
TLAPACOYAN,104801,TLPC 1048 MUE HIDALGO,19,3,0.15789473684210525,21,15,0.7142857142857143
TEPOTZOTLAN,71902,TPZT 719 ROPA PLAZA VIRREINAL,7,1,0.14285714285714285,7,5,0.7142857142857143
"LEON, GTO.",27880,LEON 278 BAN MARAVILLAS,8,0,0,7,5,0.7142857142857143
"SALTILLO, COAH.",9502,SALT 95 ROP LOURDES,14,2,0.14285714285714285,14,10,0.7142857142857143
"MONTERREY, N.L.",11603,MTRY 116 CAJ FUNDADORES,6,1,0.16666666666666666,7,5,0.7142857142857143
NAUCALPAN EDO MEX,15203,,7,0,0,7,5,0.7142857142857143
CD CUAUHTEMOC,8001,,14,0,0,14,10,0.7142857142857143
"NUEVO LAREDO, T",123902,NLRD 1239 ROP PASEO REFORMA,8,1,0.125,7,5,0.7142857142857143
JALPA DE MENDEZ TAB,777602,,15,2,0.13333333333333333,14,10,0.7142857142857143
"CHIHUAHUA, CHI",3701,,14,0,0,14,10,0.7142857142857143
"TOLUCA, EDO MEX",6480,,14,2,0.14285714285714285,14,10,0.7142857142857143
"PARRAL, CHIHUAH",36002,,14,0,0,14,10,0.7142857142857143
ATIZAPAN DE ZAR,85801,ATZP 858 MUE CENTRAL,13,0,0,14,10,0.7142857142857143
CULIACAN SIN.,230246,,19,3,0.15789473684210525,21,15,0.7142857142857143
IZTAPALAPA D.F.,201023,IZTP PISO,5,2,0.4,7,5,0.7142857142857143
"REYNOSA, TAM.",12102,,19,1,0.05263157894736842,21,15,0.7142857142857143
"URUAPAN, MICH.",789301,URPN 7893 MUE GAL METROPOLITAN,12,0,0,14,10,0.7142857142857143
"CHIHUAHUA, CHI",215419,CHUA OFICINA CONTROL,7,0,0,7,5,0.7142857142857143
"TOLUCA, EDO MEX",6480,TOLC 64 BAN JUAREZ II,15,0,0,14,10,0.7142857142857143
TEOTIHUACAN,100003,,6,0,0,7,5,0.7142857142857143
"GUADALUPE, N.L.",200530,,8,0,0,7,5,0.7142857142857143
"TIJUANA, BCN",7580,,14,0,0,14,10,0.7142857142857143
TLAPACOYAN,104801,,20,0,0,21,15,0.7142857142857143
"SALTILLO, COAH.",9502,,15,0,0,14,10,0.7142857142857143
"CAMARGO, CHI",767302,,6,3,0.5,7,5,0.7142857142857143
"CARDEL, VER",653202,CADL 6532 ROP FERRER,7,1,0.14285714285714285,7,5,0.7142857142857143
"PASO DEL MACHO, VER",102202,,14,1,0.07142857142857142,14,10,0.7142857142857143
"MEXICALI, BCN.",26601,,13,0,0,14,10,0.7142857142857143
"PROGRESO DE OBR, HGO",40301,PROG 403 MUE PROGRESO,14,1,0.07142857142857142,14,10,0.7142857142857143
TEOTIHUACAN,100003,TEOT 1000 CAJ ZARAGOZA,7,0,0,7,5,0.7142857142857143
"HERMOSILLO, SON",215903,,13,3,0.23076923076923078,14,10,0.7142857142857143
"HERMOSILLO, SON",200212,,21,0,0,21,15,0.7142857142857143
"AJALPAN, PUE",774102,AJLP 7741 ROP AVILA CAMACHO,14,1,0.07142857142857142,14,10,0.7142857142857143
"CUAUTLANCINGO, PUE",201206,CTLG LOTEO,28,4,0.14285714285714285,28,20,0.7142857142857143
"GUADALUPE, N.L.",200527,,26,1,0.038461538461538464,21,15,0.7142857142857143
GUTIERREZ ZAMORA,129001,GTZM 1290 MUE ZAMORA,12,1,0.08333333333333333,14,10,0.7142857142857143
"TUXPAN,VERACRUZ",165202,TXPN DISTRIBUCION FORANEO,7,0,0,7,5,0.7142857142857143
"XALAPA,VERACRUZ",60602,XLPA 606 -557 CANADA JAL,7,0,0,7,5,0.7142857142857143
"IXTAPALUCA, E.M",201335,,7,1,0.14285714285714285,7,5,0.7142857142857143
VALLE DE CHALCO,92703,,7,1,0.14285714285714285,7,5,0.7142857142857143
"AJALPAN, PUE",774102,,14,0,0,14,10,0.7142857142857143
"TULTITLAN,EDO M",672101,#N/A,15,1,0.06666666666666667,14,10,0.7142857142857143
CULIACAN SIN.,63280,CLCN 632 BAN -641 CULIACAN,8,0,0,7,5,0.7142857142857143
"COATEPEC, VER",133402,COTP 1334 ROP CUAUHTEMOC,6,3,0.5,7,5,0.7142857142857143
"LA PAZ, BCS",782602,,15,1,0.06666666666666667,14,10,0.7142857142857143
"LA PAZ, BCS",21203,,7,0,0,7,5,0.7142857142857143
"CUAUTLANCINGO, PUE",201206,,27,2,0.07407407407407407,28,20,0.7142857142857143
"VILLAFLORES, CHIAPAS",533401,,14,1,0.07142857142857142,14,10,0.7142857142857143
"LEON, GTO.",71102,LEON 711 BELIZARIO DOMINGUEZ,7,0,0,7,5,0.7142857142857143
SANTA ROSALIA,536601,,6,1,0.16666666666666666,7,5,0.7142857142857143
"TOLUCA, EDO MEX",99902,TOLC 999 ROP OJUELOS,13,1,0.07692307692307693,14,10,0.7142857142857143
"QUERETARO, QRO.",134302,QRTO 1343 ROP PEÑAFLOR,14,2,0.14285714285714285,14,10,0.7142857142857143
"URUAPAN, MICH.",789301,,13,1,0.07692307692307693,14,10,0.7142857142857143
TLAHUAC D.F.,93801,TLHC 938 MUE SAN ISIDRO,14,0,0,14,10,0.7142857142857143
GUADALAJARA JAL,504701,GDLJ COBRANZAS I,35,4,0.11428571428571428,35,25,0.7142857142857143
BOCA DEL RIO,778880,BRIO 7788 BAN PLAZA EL DORADO,7,0,0,7,5,0.7142857142857143
CUAUTITLAN IZCA,141980,,7,0,0,7,5,0.7142857142857143
"TECAMAC, EDO ME",217406,,22,1,0.045454545454545456,21,15,0.7142857142857143
"LEON, GTO.",27880,,8,0,0,7,5,0.7142857142857143
"CADEREYTA, N.L.",127102,,7,0,0,7,5,0.7142857142857143
"PAPANTLA, VERACRUZ",49703,PPTL 497 CAJ 16 DE SEPTIEMBRE,8,0,0,7,5,0.7142857142857143
"SALTILLO, COAH.",3502,,14,1,0.07142857142857142,14,10,0.7142857142857143
"QUERETARO, QRO.",134302,,14,1,0.07142857142857142,14,10,0.7142857142857143
OJUELOS DE JALISCO,125702,,7,0,0,7,5,0.7142857142857143
"NUEVO LAREDO, T",12302,,13,2,0.15384615384615385,14,10,0.7142857142857143
"CELAYA, GTO.",6080,CLYA 60 BAN LOPEZ MATEOS I,13,0,0,14,10,0.7142857142857143
"IXTAPALUCA, E.M",201335,IXTP DISTRIBUCION VI AA,7,1,0.14285714285714285,7,5,0.7142857142857143
"CD JUAREZ, CHIU",29202,,14,0,0,14,10,0.7142857142857143
"ZITACUARO, MICH",116402,ZTCR 1164 ROP LERDO,7,0,0,7,5,0.7142857142857143
MIGUEL HGO D.F.,232269,,7,0,0,7,5,0.7142857142857143
"LERDO DE TEJADA, VER",112102,LRDT 1121 ROP ENRIQUEZ,7,1,0.14285714285714285,7,5,0.7142857142857143
"TIJUANA, BCN",70802,TJNA 708 VILLAFONTANA,7,0,0,7,5,0.7142857142857143
TUXTLA GUTIERRE,36201,TXGT 362 MUE NOVENA SUR ORIENT,20,0,0,21,15,0.7142857142857143
"ORIZABA, VER.",86702,ORZB 867 ROP 31 ORIENTE,14,0,0,14,10,0.7142857142857143
"TUXPAN,VERACRUZ",165202,,7,1,0.14285714285714285,7,5,0.7142857142857143
"LA PAZ, BCS",782602,LPAZ 7826 ROP ALAMEDA,15,1,0.06666666666666667,14,10,0.7142857142857143
SANTA MARIA DEL RIO,125802,,6,1,0.16666666666666666,7,5,0.7142857142857143
"ORIZABA, VER.",659502,ORZB 6595 ROP ORIENTE 6,7,1,0.14285714285714285,7,5,0.7142857142857143
MIGUEL HGO D.F.,231403,,5,1,0.2,7,5,0.7142857142857143
PYA D CARMEN QR,162101,PLYC DISTRIBUCION,15,1,0.06666666666666667,14,10,0.7142857142857143
"MINERAL DE LA R,HGO",163303,MNRL DISTRIBUCION FORANEO,7,0,0,7,5,0.7142857142857143
"REYNOSA, TAM.",75602,RYNS 756 RIBEREÑA,7,0,0,7,5,0.7142857142857143
"PACHUCA,HIDALGO",57402,,7,0,0,7,5,0.7142857142857143
OAXACA OAXACA,700480,#N/A,8,1,0.125,7,5,0.7142857142857143
NAUCALPAN EDO MEX,15203,NCPN 152 CAJ SAN BARTOLO,7,0,0,7,5,0.7142857142857143
TECAMAC,201869,,32,3,0.09375,7,5,0.7142857142857143
VILLAHERMOSA,200916,VLLH PISO,15,0,0,14,10,0.7142857142857143
TEJUPILCO EDO MEX,164501,TJPC DISTRIBUCION,8,0,0,7,5,0.7142857142857143
"MAZATLAN, SIN.",120701,MZTN 1207 MUE SENDERO,14,2,0.14285714285714285,14,10,0.7142857142857143
"TOLUCA, EDO MEX",202127,,14,2,0.14285714285714285,14,10,0.7142857142857143
"PARRAL, CHIHUAH",36002,PRRL 360 ROP NIÑOS HEROES,14,2,0.14285714285714285,14,10,0.7142857142857143
TIERRA BLANCA,167102,TBCA DISTRIBUCION FORANEO,0,0,0,7,5,0.7142857142857143
"SALTILLO, COAH.",5103,,7,1,0.14285714285714285,7,5,0.7142857142857143
MIGUEL HGO D.F.,955680,,8,1,0.125,7,5,0.7142857142857143
MATAMOROS COAH,34402,,13,2,0.15384615384615385,14,10,0.7142857142857143
"YAHUALICA, JAL",650580,YACA 1505 BAN ALLENDE,8,0,0,7,5,0.7142857142857143
NANCHITAL DE LAZARO,300580,NCHT INVENTARIOS ZONA I,7,0,0,7,5,0.7142857142857143
IZTAPALAPA D.F.,24902,,13,1,0.07692307692307693,14,10,0.7142857142857143
LAGOS DE MORENO,57802,,7,0,0,7,5,0.7142857142857143
MEDELLIN,110301,,14,0,0,14,10,0.7142857142857143
VALLE DE CHALCO,92780,,13,0,0,14,10,0.7142857142857143
"ZAMORA, MICH.",5302,ZMRA 53 ROP ANA,13,1,0.07692307692307693,14,10,0.7142857142857143
"ORIZABA, VER.",659502,,7,0,0,7,5,0.7142857142857143
"ORIZABA, VER.",86702,,14,0,0,14,10,0.7142857142857143
V D SANTIAGO GT,25780,,14,0,0,14,10,0.7142857142857143
"ZITACUARO, MICH",116402,,7,0,0,7,5,0.7142857142857143
"COMONFORT, GTO",103680,,14,0,0,14,10,0.7142857142857143
"CELAYA, GTO.",6080,,13,0,0,14,10,0.7142857142857143
COATZACOALCOS,16801,,18,2,0.1111111111111111,21,15,0.7142857142857143
NEZAHUALCOYOTL,29710,NZTL 297 GTE PLAZA NEZA,2,0,0,7,5,0.7142857142857143
"NUEVO LAREDO, T",123902,,9,0,0,7,5,0.7142857142857143
"IRAPUATO, GTO.",69902,IRPT 699 LEANDRO VALLE,7,1,0.14285714285714285,7,5,0.7142857142857143
"CUERNAVACA, MOR",655580,,7,1,0.14285714285714285,7,5,0.7142857142857143
"SALAMANCA, GTO",32080,SLMC 320 BAN SANCHEZ TORRADO,14,2,0.14285714285714285,14,10,0.7142857142857143
"VILLAFLORES, CHIAPAS",533401,VLLF COBRANZAS,14,0,0,14,10,0.7142857142857143
"ZACATECAS, ZAC",757360,,5,0,0,7,5,0.7142857142857143
"CD JUAREZ, CHIU",500102,CDJZ COBRANZAS II,40,0,0,38,27,0.7105263157894737
AZCAPOTZALCO DF,200716,,33,1,0.030303030303030304,31,22,0.7096774193548387
"LA PAZ, BCS",504601,,28,4,0.14285714285714285,31,22,0.7096774193548387
"ACAPULCO, GRO",509801,,53,4,0.07547169811320754,55,39,0.7090909090909091
CUAUTITLAN IZCA,216809,,26,1,0.038461538461538464,24,17,0.7083333333333334
"MINATITLAN, VER",14302,MNTN 143 ROP HIDALGO,26,1,0.038461538461538464,24,17,0.7083333333333334
"MAZATLAN, SIN.",1902,,16,0,0,17,12,0.7058823529411765
VALLE DE CHALCO,92702,,17,3,0.17647058823529413,17,12,0.7058823529411765
OCOTLAN DE MORELOS,68901,OCDM 689 MUE MATAMOROS,13,3,0.23076923076923078,17,12,0.7058823529411765
TEHUACAN PUEBLA,12502,TEHC 125 ROP 3 SUR,16,2,0.125,17,12,0.7058823529411765
CUAUTITLAN RR,19901,CTLN 199 MUE SIMON BOLIVAR,17,1,0.058823529411764705,17,12,0.7058823529411765
SAN MARTIN T. P,653902,SNMT 6539 ROP EL MOLINO,16,2,0.125,17,12,0.7058823529411765
"IXTAPALUCA, E.M",89401,,20,0,0,17,12,0.7058823529411765
IXMIQUILPAN HDG,29002,IXMQ 290 ROP DEL ROSAL,18,0,0,17,12,0.7058823529411765
TLAQUEPAQUE,218105,,17,0,0,17,12,0.7058823529411765
"MATAMOROS, TAM.",41301,MTMS 413 MUE CONSTITUYENTES,16,0,0,17,12,0.7058823529411765
"ACAPULCO, GRO",157101,ACPO DISTRIBUCION,20,1,0.05,17,12,0.7058823529411765
"ALTOTONGA, VER",95701,,16,1,0.0625,17,12,0.7058823529411765
"MERIDA, YUCATAN",246901,MRDA MANTENIMIENTO REGIONAL,18,3,0.16666666666666666,17,12,0.7058823529411765
SAN MARTIN T. P,653902,,16,0,0,17,12,0.7058823529411765
CUAUTLA MORELOS,511801,CTLA COBRANZAS,51,6,0.11764705882352941,51,36,0.7058823529411765
"TOLUCA, EDO MEX",217810,TOLC HABILITADO,17,0,0,17,12,0.7058823529411765
TLAQUEPAQUE,218105,TLQP PICKING ZAPATO,16,1,0.0625,17,12,0.7058823529411765
"FRESNILLO, ZAC.",3601,,17,1,0.058823529411764705,17,12,0.7058823529411765
"MONTERREY, N.L.",215512,,45,1,0.022222222222222223,44,31,0.7045454545454546
"TEPIC, NAY",501201,TPIC COBRANZAS,37,2,0.05405405405405406,37,26,0.7027027027027027
"MEXICALI, BCN.",501102,MXLI COBRANZAS II,47,4,0.0851063829787234,47,33,0.7021276595744681
TLALNEPANTLA DE,231713,TLNP CAT CRE SOLIC MEX MT5,20,0,0,20,14,0.7
"NAVOJOA, SON.",501901,NVJA COBRANZAS,31,1,0.03225806451612903,30,21,0.7
AZCAPOTZALCO DF,215710,AZCP STAFF BODEGA ROPA,4,0,0,10,7,0.7
"SALTILLO, COAH.",658901,SALT 1589 MUE PORTALES,10,1,0.1,10,7,0.7
"XALISCO, NAY",87080,XLSC 870 BAN DEL SOL,10,0,0,10,7,0.7
TLALNEPANTLA DE,231713,,20,0,0,20,14,0.7
"URUAPAN, MICH.",129580,URPN 1295 BAN CARDENAS,9,0,0,10,7,0.7
"HUICHAPAN, HID",536401,,10,1,0.1,10,7,0.7
"GUADALUPE, N.L.",200527,GDLP DISTRIBUCION II,26,1,0.038461538461538464,20,14,0.7
"TRES VALLES, VER",88380,TRSV 883 BAN OBREGON,9,0,0,10,7,0.7
CULIACAN SIN.,230198,,20,2,0.1,20,14,0.7
"JUAREZ, NUEVO LEON",300609,JREZ INVENTARIOS ZONA I,10,0,0,10,7,0.7
MIGUEL HGO D.F.,966380,MHGO OP Y MTTO CREDITO,7,2,0.2857142857142857,10,7,0.7
"MONCLOVA, COAH.",16380,MNCV 163 BAN HUEMAC,10,2,0.2,10,7,0.7
"GUADALUPE, N.L.",10303,,9,0,0,10,7,0.7
GUADALAJARA JAL,245602,,12,0,0,10,7,0.7
"COLIMA, COL.",152703,,10,1,0.1,10,7,0.7
"PUEBLA, PUEBLA.",39901,PBLA 399 MUE DEL PARQUE,19,2,0.10526315789473684,20,14,0.7
TLAQUEPAQUE,100602,TLQP 1006 ROP CRUZ DEL SUR,10,1,0.1,10,7,0.7
MIGUEL HGO D.F.,964580,,7,1,0.14285714285714285,10,7,0.7
"SALTILLO, COAH.",658901,,10,0,0,10,7,0.7
PYA D CARMEN QR,120502,,10,0,0,10,7,0.7
"POZA RICA, VER.",772680,PZRC 7726 BAN RUIZ CORTINEZ,10,2,0.2,10,7,0.7
STA CATARINA NL,27480,,10,0,0,10,7,0.7
STA CATARINA NL,27480,STCA 274 BAN COLOSIO,10,0,0,10,7,0.7
"NOGALES, SONORA",28102,,20,2,0.1,20,14,0.7
"ORIZABA, VER.",61080,ORZB 610 BAN CANAZA ORI,10,2,0.2,10,7,0.7
"ZAPOPAN, JAL.",782201,,11,1,0.09090909090909091,10,7,0.7
"ORIZABA, VER.",61080,,10,0,0,10,7,0.7
CD CUAUHTEMOC,38280,CDCC 382 BAN BAEZA,10,0,0,10,7,0.7
ECATEPEC DE MOR,48080,,9,0,0,10,7,0.7
HUAJUAPAN D LEON OAX,526501,,21,0,0,20,14,0.7
"TRES VALLES, VER",88380,,9,0,0,10,7,0.7
AZCAPOTZALCO DF,143101,,11,1,0.09090909090909091,10,7,0.7
CHALCO EDO MEX,36480,CHLC 364 BAN RIVA PALACIO,10,1,0.1,10,7,0.7
"ESCUINAPA, SIN.",506101,ESCP COBRANZAS,18,3,0.16666666666666666,20,14,0.7
"TENOSIQUE, TAB",650980,,9,2,0.2222222222222222,10,7,0.7
IZTAPALAPA D.F.,101680,IZTP 1016 BAN LOMAS ESTRELLA,10,0,0,10,7,0.7
ATOTONILCO EL ALTO,106880,,10,0,0,10,7,0.7
"CD OBREGON, SON",150401,CDOB DISTRIBUCION,10,2,0.2,10,7,0.7
"MAZATLAN, SIN.",100202,MZTN 1002 ROP LOS MANGOS,12,1,0.08333333333333333,10,7,0.7
"GUADALUPE, N.L.",30502,GDLP 305 ROP LINDAVISTA,9,0,0,10,7,0.7
TEXCOCO EDO MEX,44280,,10,0,0,10,7,0.7
MIGUEL HGO D.F.,966380,,7,0,0,10,7,0.7
GUADALAJARA JAL,245602,GDLJ DISEÑO REGIONAL,11,2,0.18181818181818182,10,7,0.7
"MEXICALI, BCN.",26680,MXLI 266 BAN PLAZA D SOL,9,1,0.1111111111111111,10,7,0.7
CHALCO EDO MEX,36480,,10,1,0.1,10,7,0.7
TLALNEPANTLA DE,143602,TLNP 1436 ROP GUSTAVO BAZ,11,0,0,10,7,0.7
IZTAPALAPA D.F.,101680,,10,0,0,10,7,0.7
"MERIDA, YUCATAN",28580,MRDA 229 BAN 58 CENTRO,9,0,0,10,7,0.7
TEJUPILCO EDO MEX,525401,TJPC COBRANZAS,24,2,0.08333333333333333,23,16,0.6956521739130435
VENUSTIANO C.DF,510701,,21,2,0.09523809523809523,23,16,0.6956521739130435
VENUSTIANO C.DF,510701,VCZA COBRANZAS,22,2,0.09090909090909091,23,16,0.6956521739130435
LAGOS DE MORENO,4180,LMRN 41 BAN CAPUCHINAS,12,2,0.16666666666666666,13,9,0.6923076923076923
"HERMOSILLO, SON",104201,HLLO 1042 MUE QUIROGA,11,2,0.18181818181818182,13,9,0.6923076923076923
